descricao_defeito_reclamado,descricao_defeito_constatado_diagnostico,descricao_defeito_constatado_ref
SEM_INFORMACAO,Sem Condicões de manut. no local,Sem Condicões de manut. no local
SEM_INFORMACAO,Sem Condicões de manut. no local,Sem Condicões de manut. no local
SEM_INFORMACAO,Sem Condicões de manut. no local,Sem Condicões de manut. no local
SEM_INFORMACAO,Sem Condicões de manut. no local,Sem Condicões de manut. no local
SEM_INFORMACAO,Sem Condicões de manut. no local,Sem Condicões de manut. no local
SEM_INFORMACAO,Sem Condicões de manut. no local,Sem Condicões de manut. no local
SEM_INFORMACAO,Sem Condicões de manut. no local,Sem Condicões de manut. no local
SEM_INFORMACAO,Sem Condicões de manut. no local,Sem Condicões de manut. no local
SEM_INFORMACAO,Sem Condicões de manut. no local,Sem Condicões de manut. no local
SEM_INFORMACAO,Sem Condicões de manut. no local,Sem Condicões de manut. no local
SEM_INFORMACAO,Sem Condicões de manut. no local,Sem Condicões de manut. no local
SEM_INFORMACAO,Sem Condicões de manut. no local,Sem Condicões de manut. no local
SEM_INFORMACAO,Sem Condicões de manut. no local,Sem Condicões de manut. no local
SEM_INFORMACAO,Sem Condicões de manut. no local,Sem Condicões de manut. no local
SEM_INFORMACAO,Sem Condicões de manut. no local,Sem Condicões de manut. no local
SEM_INFORMACAO,Sem Condicões de manut. no local,Sem Condicões de manut. no local
Não gela,Sem Condicões de manut. no local,Sem Condicões de manut. no local
Outros,Sem Condicões de manut. no local,Sem Condicões de manut. no local
Troca - Retirada,Sem Condicões de manut. no local,Sem Condicões de manut. no local
SEM_INFORMACAO,Vibração na carcaça,Vibração na carcaça
SEM_INFORMACAO,Vibração na carcaça,Vibração na carcaça
SEM_INFORMACAO,Vibração na carcaça,Vibração na carcaça
SEM_INFORMACAO,Vibração na carcaça,Vibração na carcaça
SEM_INFORMACAO,Vibração na carcaça,Vibração na carcaça
Não gela,Vibração na carcaça,Vibração na carcaça
SEM_INFORMACAO,Vazamento de gás refrigerante,Vazamento de gás refrigerante
SEM_INFORMACAO,Vazamento de gás refrigerante,Vazamento de gás refrigerante SEM_INFORMACAO,Vazamento de gás refrigerante,Vazamento de gás refrigerante
SEM_INFORMACAO,Vazamento de gás refrigerante,Vazamento de gás refrigerante
SEM_INFORMACAO,Vazamento de gás refrigerante,Vazamento de gás refrigerante
SEM_INFORMACAO,Vazamento de gás refrigerante,Vazamento de gás refrigerante
SEM_INFORMACAO,Vazamento de gás refrigerante,Vazamento de gás refrigerante
SEM_INFORMACAO,Vazamento de gás refrigerante,Vazamento de gás refrigerante
SEM_INFORMACAO,Vazamento de gás refrigerante,Vazamento de gás refrigerante
SEM_INFORMACAO,Vazamento de gás refrigerante,Vazamento de gás refrigerante
SEM_INFORMACAO,Vazamento de gás refrigerante,Vazamento de gás refrigerante
Não gela,Vazamento de gás refrigerante,Vazamento de gás refrigerante
Não gela,Vazamento de gás refrigerante,Vazamento de gás refrigerante
SEM_INFORMACAO,Unidade de refrigeração sem gás,Unidade de refrigeração sem gás
SEM_INFORMACAO,Unidade de refrigeração sem gás,Unidade de refrigeração sem gás
SEM_INFORMACAO,Unidade de refrigeração sem gás,Unidade de refrigeração sem gás
SEM_INFORMACAO,Unidade de refrigeração sem gás,Unidade de refrigeração sem gás
SEM_INFORMACAO,Unidade de refrigeração sem gás,Unidade de refrigeração sem gás
SEM_INFORMACAO,Unidade de refrigeração sem gás,Unidade de refrigeração sem gás
SEM_INFORMACAO,Unidade de refrigeração sem gás,Unidade de refrigeração sem gás
SEM_INFORMACAO,Unidade de refrigeração sem gás,Unidade de refrigeração sem gás
SEM_INFORMACAO,Unidade de refrigeração sem gás,Unidade de refrigeração sem gás
Não gela,Unidade de refrigeração sem gás,Unidade de refrigeração sem gás
SEM_INFORMACAO,Transformador queimado,Transformador queimado
SEM_INFORMACAO,Transformador queimado,Transformador queimado
SEM_INFORMACAO,Transformador queimado,Transformador queimado
SEM_INFORMACAO,Transformador queimado,Transformador queimado
SEM_INFORMACAO,Transformador queimado,Transformador queimado
SEM_INFORMACAO,Transformador queimado,Transformador queimado
SEM_INFORMACAO,Transformador queimado,Transformador queimado
SEM_INFORMACAO,Transformador queimado,Transformador queimado
SEM_INFORMACAO,Transformador queimado,Transformador queimado
SEM_INFORMACAO,Transformador queimado,Transformador queimado
SEM_INFORMACAO,Transformador queimado,Transformador queimado
SEM_INFORMACAO,Transformador queimado,Transformador queimado
SEM_INFORMACAO,Transformador queimado,Transformador queimado
Não gela,Transformador queimado,Transformador queimado
SEM_INFORMACAO,Transformador queimado,Transformador queimado
SEM_INFORMACAO,Tomada desligada,Tomada desligada
SEM_INFORMACAO,Tomada desligada,Tomada desligada
SEM_INFORMACAO,Tomada desligada,Tomada desligada
SEM_INFORMACAO,Tomada desligada,Tomada desligada
SEM_INFORMACAO,Tomada desligada,Tomada desligada
SEM_INFORMACAO,Tomada desligada,Tomada desligada
Não gela,Tomada desligada,Tomada desligada
SEM_INFORMACAO,Tomada com defeito,Tomada com defeito
SEM_INFORMACAO,Tomada com defeito,Tomada com defeito
SEM_INFORMACAO,Tomada com defeito,Tomada com defeito
SEM_INFORMACAO,Tomada com defeito,Tomada com defeito
SEM_INFORMACAO,Tomada com defeito,Tomada com defeito
SEM_INFORMACAO,Tomada com defeito,Tomada com defeito
SEM_INFORMACAO,Tomada com defeito,Tomada com defeito
SEM_INFORMACAO,Tomada com defeito,Tomada com defeito
SEM_INFORMACAO,Tomada com defeito,Tomada com defeito
SEM_INFORMACAO,Tomada com defeito,Tomada com defeito
SEM_INFORMACAO,Tomada com defeito,Tomada com defeito
Não gela,Tomada com defeito,Tomada com defeito
Outros,Tomada com defeito,Tomada com defeito
SEM_INFORMACAO,Termostato com defeito,Termostato com defeito
SEM_INFORMACAO,Termostato com defeito,Termostato com defeito
SEM_INFORMACAO,Termostato com defeito,Termostato com defeito
SEM_INFORMACAO,Termostato com defeito,Termostato com defeito
SEM_INFORMACAO,Termostato com defeito,Termostato com defeito
SEM_INFORMACAO,Termostato com defeito,Termostato com defeito
SEM_INFORMACAO,Termostato com defeito,Termostato com defeito
SEM_INFORMACAO,Termostato com defeito,Termostato com defeito
SEM_INFORMACAO,Termostato com defeito,Termostato com defeito
SEM_INFORMACAO,Termostato com defeito,Termostato com defeito
SEM_INFORMACAO,Termostato com defeito,Termostato com defeito
SEM_INFORMACAO,Termostato com defeito,Termostato com defeito
SEM_INFORMACAO,Termostato com defeito,Termostato com defeito
SEM_INFORMACAO,Termostato com defeito,Termostato com defeito
SEM_INFORMACAO,Termostato com defeito,Termostato com defeito
SEM_INFORMACAO,Termostato com defeito,Termostato com defeito
Não gela,Termostato com defeito,Termostato com defeito
SEM_INFORMACAO,Start queimado,Start queimado
SEM_INFORMACAO,Start queimado,Start queimado
SEM_INFORMACAO,Start queimado,Start queimado
SEM_INFORMACAO,Start queimado,Start queimado
SEM_INFORMACAO,Start queimado,Start queimado
Não gela,Start queimado,Start queimado
SEM_INFORMACAO,Sensor de temperatura c/defeito,Sensor de temperatura c/defeito
SEM_INFORMACAO,Sensor de temperatura c/defeito,Sensor de temperatura c/defeito
SEM_INFORMACAO,Sensor de temperatura c/defeito,Sensor de temperatura c/defeito
SEM_INFORMACAO,Sensor de temperatura c/defeito,Sensor de temperatura c/defeito
SEM_INFORMACAO,Sensor de temperatura c/defeito,Sensor de temperatura c/defeito
SEM_INFORMACAO,Sensor de temperatura c/defeito,Sensor de temperatura c/defeito
SEM_INFORMACAO,Sensor de temperatura c/defeito,Sensor de temperatura c/defeito
SEM_INFORMACAO,Sensor de temperatura c/defeito,Sensor de temperatura c/defeito
SEM_INFORMACAO,Sensor de temperatura c/defeito,Sensor de temperatura c/defeito
SEM_INFORMACAO,Sensor de temperatura c/defeito,Sensor de temperatura c/defeito
SEM_INFORMACAO,Sensor de temperatura c/defeito,Sensor de temperatura c/defeito
SEM_INFORMACAO,Sensor de temperatura c/defeito,Sensor de temperatura c/defeito
SEM_INFORMACAO,Sensor de temperatura c/defeito,Sensor de temperatura c/defeito
Não gela,Sensor de temperatura c/defeito,Sensor de temperatura c/defeito
SEM_INFORMACAO,Sensor de temperatura c/defeito,Sensor de temperatura c/defeito
Não gela,Sensor de temperatura c/defeito,Sensor de temperatura c/defeito
SEM_INFORMACAO,Reservatório de água cheio,Reservatório de água cheio
SEM_INFORMACAO,Reservatório de água cheio,Reservatório de água cheio
SEM_INFORMACAO,Reservatório de água cheio,Reservatório de água cheio
SEM_INFORMACAO,Reservatório de água cheio,Reservatório de água cheio
SEM_INFORMACAO,Reservatório de água cheio,Reservatório de água cheio
SEM_INFORMACAO,Reservatório de água cheio,Reservatório de água cheio
SEM_INFORMACAO,Reservatório de água cheio,Reservatório de água cheio
SEM_INFORMACAO,Reservatório de água cheio,Reservatório de água cheio
SEM_INFORMACAO,Reservatório de água cheio,Reservatório de água cheio
SEM_INFORMACAO,Reservatório de água cheio,Reservatório de água cheio
SEM_INFORMACAO,Reservatório de água cheio,Reservatório de água cheio
SEM_INFORMACAO,Reservatório de água cheio,Reservatório de água cheio
SEM_INFORMACAO,Reservatório de água cheio,Reservatório de água cheio
SEM_INFORMACAO,Reservatório de água cheio,Reservatório de água cheio
SEM_INFORMACAO,Reservatório de água cheio,Reservatório de água cheio
SEM_INFORMACAO,Reservatório de água cheio,Reservatório de água cheio
Não gela,Reservatório de água cheio,Reservatório de água cheio
Não gela,Reservatório de água cheio,Reservatório de água cheio
SEM_INFORMACAO,Relé queimado,Relé queimado
SEM_INFORMACAO,Relé queimado,Relé queimado
SEM_INFORMACAO,Relé queimado,Relé queimado
SEM_INFORMACAO,Relé queimado,Relé queimado
SEM_INFORMACAO,Relé queimado,Relé queimado
SEM_INFORMACAO,Relé queimado,Relé queimado
Não gela,Relé queimado,Relé queimado
Não gela,Relé queimado,Relé queimado
SEM_INFORMACAO,Reator queimado,Reator queimado
SEM_INFORMACAO,Reator queimado,Reator queimado
SEM_INFORMACAO,Reator queimado,Reator queimado
SEM_INFORMACAO,Reator queimado,Reator queimado
SEM_INFORMACAO,Reator queimado,Reator queimado
SEM_INFORMACAO,Reator queimado,Reator queimado
SEM_INFORMACAO,Reator queimado,Reator queimado
SEM_INFORMACAO,Reator queimado,Reator queimado
Não gela,Reator queimado,Reator queimado
SEM_INFORMACAO,Reator queimado,Reator queimado
SEM_INFORMACAO,Puxador quebrado,Puxador quebrado
SEM_INFORMACAO,Puxador quebrado,Puxador quebrado
SEM_INFORMACAO,Puxador quebrado,Puxador quebrado
SEM_INFORMACAO,Puxador quebrado,Puxador quebrado
SEM_INFORMACAO,Puxador quebrado,Puxador quebrado
SEM_INFORMACAO,Puxador quebrado,Puxador quebrado
SEM_INFORMACAO,Puxador quebrado,Puxador quebrado
Não gela,Puxador quebrado,Puxador quebrado
SEM_INFORMACAO,Puxador quebrado,Puxador quebrado
SEM_INFORMACAO,Protetor térmico com defeito,Protetor térmico com defeito
SEM_INFORMACAO,Protetor térmico com defeito,Protetor térmico com defeito
SEM_INFORMACAO,Protetor térmico com defeito,Protetor térmico com defeito
SEM_INFORMACAO,Protetor térmico com defeito,Protetor térmico com defeito
SEM_INFORMACAO,Protetor térmico com defeito,Protetor térmico com defeito
SEM_INFORMACAO,Protetor térmico com defeito,Protetor térmico com defeito
Não gela,Protetor térmico com defeito,Protetor térmico com defeito
SEM_INFORMACAO,Protetor de lâmpada quebrado,Protetor de lâmpada quebrado
SEM_INFORMACAO,Protetor de lâmpada quebrado,Protetor de lâmpada quebrado
SEM_INFORMACAO,Protetor de lâmpada quebrado,Protetor de lâmpada quebrado
SEM_INFORMACAO,Protetor de lâmpada quebrado,Protetor de lâmpada quebrado
SEM_INFORMACAO,Protetor de lâmpada quebrado,Protetor de lâmpada quebrado
SEM_INFORMACAO,Protetor de lâmpada quebrado,Protetor de lâmpada quebrado
SEM_INFORMACAO,Protetor de lâmpada quebrado,Protetor de lâmpada quebrado
Não gela,Protetor de lâmpada quebrado,Protetor de lâmpada quebrado
SEM_INFORMACAO,Protetor de lâmpada quebrado,Protetor de lâmpada quebrado
SEM_INFORMACAO,Porta com defeito,Porta com defeito
SEM_INFORMACAO,Porta com defeito,Porta com defeito
SEM_INFORMACAO,Porta com defeito,Porta com defeito
SEM_INFORMACAO,Porta com defeito,Porta com defeito
SEM_INFORMACAO,Porta com defeito,Porta com defeito
SEM_INFORMACAO,Porta com defeito,Porta com defeito
SEM_INFORMACAO,Porta com defeito,Porta com defeito
SEM_INFORMACAO,Porta com defeito,Porta com defeito
SEM_INFORMACAO,Porta com defeito,Porta com defeito
SEM_INFORMACAO,Porta com defeito,Porta com defeito
SEM_INFORMACAO,Porta com defeito,Porta com defeito
SEM_INFORMACAO,Porta com defeito,Porta com defeito
SEM_INFORMACAO,Porta com defeito,Porta com defeito
SEM_INFORMACAO,Porta com defeito,Porta com defeito
SEM_INFORMACAO,Porta com defeito,Porta com defeito
Não gela,Porta com defeito,Porta com defeito
Porta com defeito,Porta com defeito,Porta com defeito
SEM_INFORMACAO,Porta com defeito,Porta com defeito
SEM_INFORMACAO,Motor evaporador com defeito,Motor evaporador com defeito
SEM_INFORMACAO,Motor evaporador com defeito,Motor evaporador com defeito
SEM_INFORMACAO,Motor evaporador com defeito,Motor evaporador com defeito
SEM_INFORMACAO,Motor evaporador com defeito,Motor evaporador com defeito
SEM_INFORMACAO,Motor evaporador com defeito,Motor evaporador com defeito
SEM_INFORMACAO,Motor evaporador com defeito,Motor evaporador com defeito
SEM_INFORMACAO,Motor evaporador com defeito,Motor evaporador com defeito
SEM_INFORMACAO,Motor evaporador com defeito,Motor evaporador com defeito
SEM_INFORMACAO,Motor evaporador com defeito,Motor evaporador com defeito
SEM_INFORMACAO,Motor evaporador com defeito,Motor evaporador com defeito
SEM_INFORMACAO,Motor evaporador com defeito,Motor evaporador com defeito
SEM_INFORMACAO,Motor evaporador com defeito,Motor evaporador com defeito
SEM_INFORMACAO,Motor evaporador com defeito,Motor evaporador com defeito
SEM_INFORMACAO,Motor evaporador com defeito,Motor evaporador com defeito
Não gela,Motor evaporador com defeito,Motor evaporador com defeito
SEM_INFORMACAO,Motor evaporador com defeito,Motor evaporador com defeito
SEM_INFORMACAO,Motor do condensador com defeito,Motor do condensador com defeito
SEM_INFORMACAO,Motor do condensador com defeito,Motor do condensador com defeito
SEM_INFORMACAO,Motor do condensador com defeito,Motor do condensador com defeito
SEM_INFORMACAO,Motor do condensador com defeito,Motor do condensador com defeito
SEM_INFORMACAO,Motor do condensador com defeito,Motor do condensador com defeito
SEM_INFORMACAO,Motor do condensador com defeito,Motor do condensador com defeito
SEM_INFORMACAO,Motor do condensador com defeito,Motor do condensador com defeito
SEM_INFORMACAO,Motor do condensador com defeito,Motor do condensador com defeito
SEM_INFORMACAO,Motor do condensador com defeito,Motor do condensador com defeito
SEM_INFORMACAO,Motor do condensador com defeito,Motor do condensador com defeito
SEM_INFORMACAO,Motor do condensador com defeito,Motor do condensador com defeito
SEM_INFORMACAO,Motor do condensador com defeito,Motor do condensador com defeito
Não gela,Motor do condensador com defeito,Motor do condensador com defeito
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
Não gela,Fonte de led queimado,Fonte de led queimado
Lâmpada não acende,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Fonte de led queimado,Fonte de led queimado
Não gela,Fonte de led queimado,Fonte de led queimado
Lâmpada não acende,Fonte de led queimado,Fonte de led queimado
Led queimado,Fonte de led queimado,Fonte de led queimado
SEM_INFORMACAO,Grade quebrada,Grade quebrada
SEM_INFORMACAO,Grade quebrada,Grade quebrada
SEM_INFORMACAO,Grade quebrada,Grade quebrada
SEM_INFORMACAO,Grade quebrada,Grade quebrada
SEM_INFORMACAO,Grade quebrada,Grade quebrada
Grades enferrujadas quebradas faltantes,Grade quebrada,Grade quebrada
Não gela,Grade quebrada,Grade quebrada
SEM_INFORMACAO,Grade quebrada,Grade quebrada
Grades enferrujadas quebradas faltantes,Grade quebrada,Grade quebrada
Painel quebrado,Grade quebrada,Grade quebrada
Painel quebrado,Grade quebrada,Grade quebrada
SEM_INFORMACAO,Gaxeta danificada,Gaxeta danificada
SEM_INFORMACAO,Gaxeta danificada,Gaxeta danificada
SEM_INFORMACAO,Gaxeta danificada,Gaxeta danificada
SEM_INFORMACAO,Gaxeta danificada,Gaxeta danificada
SEM_INFORMACAO,Gaxeta danificada,Gaxeta danificada
SEM_INFORMACAO,Gaxeta danificada,Gaxeta danificada
SEM_INFORMACAO,Gaxeta danificada,Gaxeta danificada
SEM_INFORMACAO,Gaxeta danificada,Gaxeta danificada
Borracha não veda,Gaxeta danificada,Gaxeta danificada
SEM_INFORMACAO,Gaxeta danificada,Gaxeta danificada
SEM_INFORMACAO,Gabinete empenado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Gabinete empenado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Gabinete empenado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Gabinete empenado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Gabinete empenado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Gabinete empenado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Gabinete empenado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Gabinete empenado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Gabinete empenado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Gabinete empenado,DESCRICAO_NAO_ENCONTRADA
Não gela,Gabinete empenado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Gabinete empenado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Fusível queimado,Fusível queimado
SEM_INFORMACAO,Fusível queimado,Fusível queimado
SEM_INFORMACAO,Fusível queimado,Fusível queimado
SEM_INFORMACAO,Fusível queimado,Fusível queimado
SEM_INFORMACAO,Fusível queimado,Fusível queimado
SEM_INFORMACAO,Fusível queimado,Fusível queimado
SEM_INFORMACAO,Fusível queimado,Fusível queimado
SEM_INFORMACAO,Fusível queimado,Fusível queimado
SEM_INFORMACAO,Fusível queimado,Fusível queimado
SEM_INFORMACAO,Fusível queimado,Fusível queimado
SEM_INFORMACAO,Fusível queimado,Fusível queimado
SEM_INFORMACAO,Fusível queimado,Fusível queimado
SEM_INFORMACAO,Fusível queimado,Fusível queimado
SEM_INFORMACAO,Fusível queimado,Fusível queimado
Não gela,Fusível queimado,Fusível queimado
SEM_INFORMACAO,Filtro secador obstruído,Filtro secador obstruído
SEM_INFORMACAO,Filtro secador obstruído,Filtro secador obstruído
SEM_INFORMACAO,Filtro secador obstruído,Filtro secador obstruído
SEM_INFORMACAO,Filtro secador obstruído,Filtro secador obstruído
SEM_INFORMACAO,Filtro secador obstruído,Filtro secador obstruído
SEM_INFORMACAO,Filtro secador obstruído,Filtro secador obstruído
SEM_INFORMACAO,Filtro secador obstruído,Filtro secador obstruído
SEM_INFORMACAO,Filtro secador obstruído,Filtro secador obstruído
Não gela,Filtro secador obstruído,Filtro secador obstruído
Não gela,Filtro secador obstruído,Filtro secador obstruído
SEM_INFORMACAO,Falta prateleira,Falta prateleira
SEM_INFORMACAO,Falta prateleira,Falta prateleira
SEM_INFORMACAO,Falta prateleira,Falta prateleira
SEM_INFORMACAO,Falta prateleira,Falta prateleira
SEM_INFORMACAO,Falta prateleira,Falta prateleira
SEM_INFORMACAO,Falta prateleira,Falta prateleira
SEM_INFORMACAO,Falta prateleira,Falta prateleira
SEM_INFORMACAO,Falta prateleira,Falta prateleira
Não gela,Falta prateleira,Falta prateleira
Não gela,Falta prateleira,Falta prateleira
SEM_INFORMACAO,Motor forçador sem lubrificação,Motor forçador sem lubrificação
SEM_INFORMACAO,Motor forçador sem lubrificação,Motor forçador sem lubrificação
SEM_INFORMACAO,Motor forçador sem lubrificação,Motor forçador sem lubrificação
SEM_INFORMACAO,Motor forçador sem lubrificação,Motor forçador sem lubrificação
SEM_INFORMACAO,Motor forçador sem lubrificação,Motor forçador sem lubrificação
SEM_INFORMACAO,Motor forçador sem lubrificação,Motor forçador sem lubrificação
Não gela,Motor forçador sem lubrificação,Motor forçador sem lubrificação
SEM_INFORMACAO,Falta de energia,Falta de energia
SEM_INFORMACAO,Falta de energia,Falta de energia
SEM_INFORMACAO,Falta de energia,Falta de energia
SEM_INFORMACAO,Falta de energia,Falta de energia
SEM_INFORMACAO,Falta de energia,Falta de energia
SEM_INFORMACAO,Falta de energia,Falta de energia
SEM_INFORMACAO,Falta de energia,Falta de energia
SEM_INFORMACAO,Falta de energia,Falta de energia
SEM_INFORMACAO,Falta de energia,Falta de energia
SEM_INFORMACAO,Falta de energia,Falta de energia
SEM_INFORMACAO,Falta de energia,Falta de energia
SEM_INFORMACAO,Falta de energia,Falta de energia
Outros,Falta de energia,Falta de energia
Não gela,Falta de energia,Falta de energia
SEM_INFORMACAO,Equipamento não tem problemas,Equipamento não tem problemas
SEM_INFORMACAO,Equipamento não tem problemas,Equipamento não tem problemas
SEM_INFORMACAO,Equipamento não tem problemas,Equipamento não tem problemas
SEM_INFORMACAO,Equipamento não tem problemas,Equipamento não tem problemas
SEM_INFORMACAO,Equipamento não tem problemas,Equipamento não tem problemas
SEM_INFORMACAO,Equipamento não tem problemas,Equipamento não tem problemas
SEM_INFORMACAO,Equipamento não tem problemas,Equipamento não tem problemas
SEM_INFORMACAO,Equipamento não tem problemas,Equipamento não tem problemas
SEM_INFORMACAO,Equipamento não tem problemas,Equipamento não tem problemas
SEM_INFORMACAO,Equipamento não tem problemas,Equipamento não tem problemas
SEM_INFORMACAO,Equipamento não tem problemas,Equipamento não tem problemas
SEM_INFORMACAO,Equipamento não tem problemas,Equipamento não tem problemas
SEM_INFORMACAO,Equipamento não tem problemas,Equipamento não tem problemas
SEM_INFORMACAO,Equipamento não tem problemas,Equipamento não tem problemas
SEM_INFORMACAO,Equipamento não tem problemas,Equipamento não tem problemas
SEM_INFORMACAO,Equipamento não tem problemas,Equipamento não tem problemas
SEM_INFORMACAO,Equipamento não tem problemas,Equipamento não tem problemas
Não gela,Equipamento não tem problemas,Equipamento não tem problemas
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
Não gela,Equipamento em mau estado,DESCRICAO_NAO_ENCONTRADA
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
